,Date,Week,Profit,Profit(W),Profit(L),NumTrade,NumTrade(W),NumTrade(L),WinRate,ProfAve,ProfAve(W),ProfAve(L),Profit(Max),NumTrade(Max),Date(Datetime),Before type,Expansion type,After type,Expn lineage
1718,2016.08.03,Wed,4.3,4.3,0.0,1,1,0,1.0,4.3,4.3,0.0,4.3,7201,2016-08-03,range,expansion,squeeze,expansion
1719,2016.08.04,Thu,-21.0,11.0,-32.0,6,1,5,0.16666666666666666,-3.5,11.0,-6.4,11.0,7202,2016-08-04,squeeze,range,squeeze,range
1720,2016.08.05,Fri,-20.9,2.0,-22.9,4,1,3,0.25,-5.225,2.0,-7.633333333333333,2.0,7210,2016-08-05,squeeze,expn range,squeeze,expn range
1721,2016.08.08,Mon,-16.0,4.1,-20.1,4,1,3,0.25,-4.0,4.1,-6.7,4.1,7215,2016-08-08,squeeze,range,squeeze,range
1722,2016.08.09,Tue,-18.5,21.9,-40.4,11,1,10,0.09090909090909091,-1.6818181818181819,21.9,-4.04,21.9,7226,2016-08-09,squeeze,expansion,range,expansion
1723,2016.08.10,Wed,-2.6,0.0,-2.6,1,0,1,0.0,-2.6,0.0,-2.6,-2.6,7227,2016-08-10,range,expn range,range,expn range
1724,2016.08.11,Thu,12.999999999999998,28.5,-15.5,3,2,1,0.6666666666666666,4.333333333333333,14.25,-15.5,19.9,7228,2016-08-11,range,expn range,squeeze,expn range
1725,2016.08.12,Fri,-5.5000000000000036,13.7,-19.200000000000003,3,1,2,0.3333333333333333,-1.8333333333333346,13.7,-9.600000000000001,13.7,7233,2016-08-12,squeeze,expn range,squeeze,expn range
1726,2016.08.15,Mon,12.7,12.7,0.0,1,1,0,1.0,12.7,12.7,0.0,12.7,7234,2016-08-15,squeeze,expn range,squeeze,expn range
1727,2016.08.16,Tue,83.89999999999999,85.6,-1.7,2,1,1,0.5,41.949999999999996,85.6,-1.7,85.6,7235,2016-08-16,squeeze,expansion,squeeze,expansion
1728,2016.08.17,Wed,-41.999999999999986,23.7,-65.69999999999999,12,1,10,0.08333333333333333,-3.4999999999999987,23.7,-6.5699999999999985,23.7,7248,2016-08-17,squeeze,range,range,range
1729,2016.08.18,Thu,16.0,29.2,-13.2,2,1,1,0.5,8.0,29.2,-13.2,29.2,7250,2016-08-18,range,range expn,range,expansion
1730,2016.08.19,Fri,-3.4,1.9,-5.3,2,1,1,0.5,-1.7,1.9,-5.3,1.9,7251,2016-08-19,range,fake expasion,range,expansion
1731,2016.08.22,Mon,5.6,5.6,0.0,1,1,0,1.0,5.6,5.6,0.0,5.6,7253,2016-08-22,range,range,squeeze,range
1732,2016.08.23,Tue,7.199999999999999,22.1,-14.9,4,2,2,0.5,1.7999999999999998,11.05,-7.45,12.4,7257,2016-08-23,squeeze,range,squeeze,range
1733,2016.08.24,Wed,26.400000000000002,26.400000000000002,0.0,2,2,0,1.0,13.200000000000001,13.200000000000001,0.0,22.6,7259,2016-08-24,squeeze,expansion,squeeze,expansion
1734,2016.08.25,Thu,7.5,7.5,0.0,1,1,0,1.0,7.5,7.5,0.0,7.5,7260,2016-08-25,squeeze,range,squeeze,range
1735,2016.08.26,Fri,7.09999999999998,84.8,-77.70000000000002,15,1,14,0.06666666666666667,0.473333333333332,84.8,-5.550000000000002,84.8,7275,2016-08-26,squeeze,range expn,squeeze,expansion
1736,2016.08.29,Mon,7.7,7.7,0.0,1,1,0,1.0,7.7,7.7,0.0,7.7,7276,2016-08-29,range,expn range,range,expn range
1737,2016.08.30,Tue,15.7,15.7,0.0,2,2,0,1.0,7.85,7.85,0.0,12.7,7278,2016-08-30,range,range,range,range
1738,2016.08.31,Wed,-36.5,4.6,-41.1,6,1,5,0.16666666666666666,-6.083333333333333,4.6,-8.22,4.6,7284,2016-08-31,range,range,squeeze,range
1739,2016.09.01,Thu,24.2,39.1,-14.899999999999999,4,2,2,0.5,6.05,19.55,-7.449999999999999,38.9,7288,2016-09-01,squeeze,fake inverse expn,squeeze,expansion
1740,2016.09.02,Fri,-26.200000000000006,24.2,-50.400000000000006,7,1,6,0.14285714285714285,-3.7428571428571438,24.2,-8.4,24.2,7295,2016-09-02,squeeze,range expn,squeeze,expansion
1741,2016.09.05,Mon,-19.1,4.5,-23.6,3,1,2,0.3333333333333333,-6.366666666666667,4.5,-11.8,4.5,7297,2016-09-05,,,,
1742,2016.09.06,Tue,-12.4,10.1,-22.5,6,1,5,0.16666666666666666,-2.066666666666667,10.1,-4.5,10.1,7304,2016-09-06,,,,
1743,2016.09.07,Wed,-75.9,0.0,-75.9,12,0,12,0.0,-6.325,0.0,-6.325,-2.6,7316,2016-09-07,,,,
1744,2016.09.08,Thu,-29.9,0.3,-30.2,3,1,2,0.3333333333333333,-9.966666666666667,0.3,-15.1,0.3,7318,2016-09-08,,,,
1745,2016.09.09,Fri,13.599999999999998,40.8,-27.2,4,1,3,0.25,3.3999999999999995,40.8,-9.066666666666666,40.8,7323,2016-09-09,,,,
1746,2016.09.12,Mon,-92.89999999999999,0.0,-92.89999999999999,8,0,8,0.0,-11.612499999999999,0.0,-11.612499999999999,-10.4,7331,2016-09-12,,,,
1747,2016.09.13,Tue,-69.0,9.3,-78.3,15,1,14,0.06666666666666667,-4.6,9.3,-5.5928571428571425,9.3,7346,2016-09-13,,,,
1748,2016.09.14,Wed,-23.200000000000003,20.6,-43.800000000000004,6,1,5,0.16666666666666666,-3.866666666666667,20.6,-8.760000000000002,20.6,7352,2016-09-14,,,,
1749,2016.09.15,Thu,-53.9,0.0,-53.9,7,0,7,0.0,-7.7,0.0,-7.7,-6.7,7356,2016-09-15,,,,
1750,2016.09.16,Fri,-9.8,8.2,-18.0,4,1,3,0.25,-2.45,8.2,-6.0,8.2,7363,2016-09-16,,,,
1751,2016.09.19,Mon,-21.0,7.5,-28.5,6,1,5,0.16666666666666666,-3.5,7.5,-5.7,7.5,7368,2016-09-19,,,,
1752,2016.09.20,Tue,5.799999999999999,21.9,-16.1,4,2,2,0.5,1.4499999999999997,10.95,-8.05,15.6,7373,2016-09-20,,,,
1753,2016.09.21,Wed,-46.19999999999999,42.900000000000006,-89.1,13,2,11,0.15384615384615385,-3.5538461538461528,21.450000000000003,-8.1,33.2,7386,2016-09-21,,,,
1754,2016.09.22,Thu,-13.8,0.0,-13.8,1,0,1,0.0,-13.8,0.0,-13.8,-13.8,7387,2016-09-22,,,,
1755,2016.09.23,Fri,-37.400000000000006,0.0,-37.400000000000006,4,0,4,0.0,-9.350000000000001,0.0,-9.350000000000001,-6.8,7390,2016-09-23,,,,
1756,2016.09.26,Mon,-8.100000000000001,13.3,-21.400000000000002,4,1,3,0.25,-2.0250000000000004,13.3,-7.133333333333334,13.3,7395,2016-09-26,,,,
1757,2016.09.27,Tue,-7.600000000000001,32.8,-40.4,6,1,5,0.16666666666666666,-1.2666666666666668,32.8,-8.08,32.8,7401,2016-09-27,,,,
1758,2016.09.28,Wed,-22.500000000000004,10.7,-33.2,6,1,5,0.16666666666666666,-3.7500000000000004,10.7,-6.640000000000001,10.7,7407,2016-09-28,,,,
1759,2016.09.29,Thu,-50.4,0.0,-50.4,7,0,7,0.0,-7.2,0.0,-7.2,-3.5,7413,2016-09-29,,,,
1760,2016.09.30,Fri,36.1,44.8,-8.7,3,2,1,0.6666666666666666,12.033333333333333,22.4,-8.7,34.9,7416,2016-09-30,,,,
1761,2016.10.03,Mon,-57.39999999999999,10.2,-67.6,13,1,12,0.07692307692307693,-4.415384615384615,10.2,-5.633333333333333,10.2,7430,2016-10-03,,,,
1762,2016.10.04,Tue,-11.899999999999999,9.3,-21.2,2,1,1,0.5,-5.949999999999999,9.3,-21.2,9.3,7432,2016-10-04,,,,
1763,2016.10.05,Wed,-22.299999999999997,1.3,-23.6,4,1,3,0.25,-5.574999999999999,1.3,-7.866666666666667,1.3,7435,2016-10-05,,,,
1764,2016.10.06,Thu,-1.4000000000000004,5.3,-6.7,3,1,2,0.3333333333333333,-0.4666666666666668,5.3,-3.35,5.3,7439,2016-10-06,,,,
1765,2016.10.07,Fri,-29.099999999999998,15.8,-44.9,4,1,3,0.25,-7.2749999999999995,15.8,-14.966666666666667,15.8,7443,2016-10-07,,,,
1766,2016.10.10,Mon,-2.700000000000001,11.2,-13.9,2,1,1,0.5,-1.3500000000000005,11.2,-13.9,11.2,7445,2016-10-10,,,,
1767,2016.10.11,Tue,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-999.0,99999,2016-10-11,,,,
1768,2016.10.12,Wed,-26.1,20.4,-46.5,6,1,5,0.16666666666666666,-4.3500000000000005,20.4,-9.3,20.4,7447,2016-10-12,,,,
1769,2016.10.13,Thu,-36.0,5.0,-41.0,6,1,5,0.16666666666666666,-6.0,5.0,-8.2,5.0,7457,2016-10-13,,,,
1770,2016.10.14,Fri,-4.899999999999999,8.8,-13.7,2,1,1,0.5,-2.4499999999999993,8.8,-13.7,8.8,7459,2016-10-14,,,,
1771,2016.10.17,Mon,20.6,20.6,0.0,2,2,0,1.0,10.3,10.3,0.0,19.1,7461,2016-10-17,,,,
1772,2016.10.18,Tue,-6.000000000000002,9.6,-15.600000000000001,3,1,2,0.3333333333333333,-2.0000000000000004,9.6,-7.800000000000001,9.6,7464,2016-10-18,,,,
1773,2016.10.19,Wed,-31.899999999999995,7.7,-39.599999999999994,6,1,5,0.16666666666666666,-5.3166666666666655,7.7,-7.919999999999999,7.7,7470,2016-10-19,range,range,range,range
1774,2016.10.20,Thu,-68.70000000000002,18.0,-86.70000000000002,16,1,15,0.0625,-4.293750000000001,18.0,-5.780000000000001,18.0,7486,2016-10-20,range,range expn,range,expansion
1775,2016.10.21,Fri,19.8,19.8,0.0,1,1,0,1.0,19.8,19.8,0.0,19.8,7487,2016-10-21,range,trend,range,expansion
1776,2016.10.24,Mon,-23.299999999999997,8.5,-31.799999999999997,5,1,4,0.2,-4.659999999999999,8.5,-7.949999999999999,8.5,7490,2016-10-24,range,range,squeeze,range
1777,2016.10.25,Tue,-45.19999999999999,1.7,-46.89999999999999,9,1,8,0.1111111111111111,-5.022222222222221,1.7,-5.862499999999999,1.7,7501,2016-10-25,squeeze,range,squeeze,range
1778,2016.10.26,Wed,12.8,23.5,-10.7,2,1,1,0.5,6.4,23.5,-10.7,23.5,7503,2016-10-26,squeeze,expn range,squeeze,expn range
1779,2016.10.27,Thu,-11.0,8.2,-19.2,5,2,2,0.4,-2.2,4.1,-9.6,4.1,7504,2016-10-27,squeeze,range,squeeze,range
1780,2016.10.28,Fri,-31.8,0.0,-31.8,4,0,3,0.0,-7.95,0.0,-10.6,0.0,7512,2016-10-28,squeeze,expansion,range,expansion
1781,2016.10.31,Mon,5.1,5.1,0.0,2,2,0,1.0,2.55,2.55,0.0,3.0,7514,2016-10-31,range,range,squeeze,range
1782,2016.11.01,Tue,77.2,77.2,0.0,1,1,0,1.0,77.2,77.2,0.0,77.2,7515,2016-11-01,squeeze,expansion,squeeze,expansion
1783,2016.11.02,Wed,2.8,2.8,0.0,1,1,0,1.0,2.8,2.8,0.0,2.8,7516,2016-11-02,squeeze,trend,range,expansion
1784,2016.11.03,Thu,7.599999999999998,25.4,-17.8,3,2,1,0.6666666666666666,2.5333333333333328,12.7,-17.8,19.0,7518,2016-11-03,range,expn range,squeeze,expn range
1785,2016.11.04,Fri,-104.69999999999997,1.8,-106.49999999999997,16,1,15,0.0625,-6.543749999999998,1.8,-7.099999999999998,1.8,7535,2016-11-04,squeeze,range expn inverse expn,range,expn range
1786,2016.11.07,Mon,49.1,49.1,0.0,2,2,0,1.0,24.55,24.55,0.0,29.3,7536,2016-11-07,,,,
1787,2016.11.08,Tue,-11.7,15.5,-27.2,6,2,4,0.3333333333333333,-1.95,7.75,-6.8,15.2,7543,2016-11-08,,,,
1788,2016.11.09,Wed,223.2,223.2,0.0,2,2,0,1.0,111.6,111.6,0.0,154.5,7544,2016-11-09,,,,
1789,2016.11.10,Thu,-12.2,14.8,-27.0,3,1,2,0.3333333333333333,-4.066666666666666,14.8,-13.5,14.8,7547,2016-11-10,,,,
1790,2016.11.11,Fri,6.900000000000002,31.5,-24.6,5,3,2,0.6,1.3800000000000003,10.5,-12.3,27.3,7553,2016-11-11,,,,
1791,2016.11.14,Mon,-19.0,0.0,-19.0,1,0,1,0.0,-19.0,0.0,-19.0,-19.0,7554,2016-11-14,,,,
1792,2016.11.15,Tue,0.6000000000000023,24.8,-24.2,3,2,1,0.6666666666666666,0.20000000000000076,12.4,-24.2,20.6,7556,2016-11-15,,,,
1793,2016.11.16,Wed,-9.699999999999998,26.4,-36.099999999999994,4,2,2,0.5,-2.4249999999999994,13.2,-18.049999999999997,13.8,7559,2016-11-16,,,,
1794,2016.11.17,Thu,70.3,81.2,-10.9,3,2,1,0.6666666666666666,23.433333333333334,40.6,-10.9,62.6,7564,2016-11-17,,,,
1795,2016.11.18,Fri,-76.80000000000001,0.0,-76.80000000000001,6,0,6,0.0,-12.800000000000002,0.0,-12.800000000000002,-6.2,7569,2016-11-18,,,,
1796,2016.11.21,Mon,-63.0,9.5,-72.5,6,1,5,0.16666666666666666,-10.5,9.5,-14.5,9.5,7572,2016-11-21,,,,
1797,2016.11.22,Tue,-43.1,0.0,-43.1,4,0,4,0.0,-10.775,0.0,-10.775,-9.0,7578,2016-11-22,,,,
1798,2016.11.23,Wed,6.099999999999994,53.4,-47.300000000000004,7,1,6,0.14285714285714285,0.8714285714285707,53.4,-7.883333333333334,53.4,7587,2016-11-23,,,,
1799,2016.11.24,Thu,-25.299999999999997,7.3,-32.6,4,1,3,0.25,-6.324999999999999,7.3,-10.866666666666667,7.3,7590,2016-11-24,,,,
1800,2016.11.25,Fri,-9.4,16.8,-26.200000000000003,3,1,2,0.3333333333333333,-3.1333333333333333,16.8,-13.100000000000001,16.8,7593,2016-11-25,,,,
1801,2016.11.28,Mon,9.3,9.3,0.0,1,1,0,1.0,9.3,9.3,0.0,9.3,7595,2016-11-28,,,,
1802,2016.11.29,Tue,-37.00000000000001,35.4,-72.4,8,1,7,0.125,-4.625000000000001,35.4,-10.342857142857143,35.4,7603,2016-11-29,,,,
1803,2016.11.30,Wed,-24.699999999999996,32.6,-57.3,7,1,6,0.14285714285714285,-3.528571428571428,32.6,-9.549999999999999,32.6,7610,2016-11-30,,,,
1804,2016.12.01,Thu,45.1,57.9,-12.8,3,2,1,0.6666666666666666,15.033333333333333,28.95,-12.8,57.5,7613,2016-12-01,,,,
1805,2016.12.02,Fri,-36.2,0.0,-36.2,2,0,2,0.0,-18.1,0.0,-18.1,-12.5,7615,2016-12-02,,,,
1806,2016.12.05,Mon,100.5,100.5,0.0,1,1,0,1.0,100.5,100.5,0.0,100.5,7616,2016-12-05,,,,
1807,2016.12.06,Tue,1.5999999999999996,12.6,-11.0,2,1,1,0.5,0.7999999999999998,12.6,-11.0,12.6,7618,2016-12-06,,,,
1808,2016.12.07,Wed,-36.800000000000004,22.9,-59.7,9,1,8,0.1111111111111111,-4.0888888888888895,22.9,-7.4625,22.9,7627,2016-12-07,,,,
1809,2016.12.08,Thu,11.5,11.5,0.0,1,1,0,1.0,11.5,11.5,0.0,11.5,7628,2016-12-08,,,,
1810,2016.12.09,Fri,9.499999999999993,54.9,-45.400000000000006,4,1,3,0.25,2.3749999999999982,54.9,-15.133333333333335,54.9,7632,2016-12-09,,,,
1811,2016.12.12,Mon,3.8000000000000007,28.6,-24.8,2,1,1,0.5,1.9000000000000004,28.6,-24.8,28.6,7634,2016-12-12,,,,
1812,2016.12.13,Tue,-22.9,5.5,-28.4,4,1,3,0.25,-5.725,5.5,-9.466666666666667,5.5,7636,2016-12-13,,,,
1813,2016.12.14,Wed,85.6,119.6,-34.0,6,1,5,0.16666666666666666,14.266666666666666,119.6,-6.8,119.6,7644,2016-12-14,,,,
1814,2016.12.15,Thu,59.7,59.7,0.0,1,1,0,1.0,59.7,59.7,0.0,59.7,7645,2016-12-15,,,,
1815,2016.12.16,Fri,-50.39999999999999,1.4,-51.8,5,1,4,0.2,-10.079999999999998,1.4,-12.95,1.4,7646,2016-12-16,,,,
1816,2016.12.19,Mon,28.599999999999998,34.9,-6.3,3,2,1,0.6666666666666666,9.533333333333333,17.45,-6.3,28.9,7653,2016-12-19,,,,
1817,2016.12.20,Tue,0.20000000000000284,16.6,-16.4,2,1,1,0.5,0.10000000000000142,16.6,-16.4,16.6,7654,2016-12-20,,,,
1818,2016.12.21,Wed,34.8,34.8,0.0,3,3,0,1.0,11.6,11.6,0.0,21.7,7657,2016-12-21,,,,
1819,2016.12.22,Thu,-12.7,11.1,-23.799999999999997,3,1,2,0.3333333333333333,-4.233333333333333,11.1,-11.899999999999999,11.1,7659,2016-12-22,,,,
1820,2016.12.23,Fri,-37.99999999999999,1.0,-38.99999999999999,7,1,6,0.14285714285714285,-5.428571428571428,1.0,-6.499999999999999,1.0,7663,2016-12-23,,,,
1821,2016.12.26,Mon,-47.099999999999994,0.0,-47.099999999999994,7,0,7,0.0,-6.728571428571428,0.0,-6.728571428571428,-5.0,7675,2016-12-26,,,,
1822,2016.12.27,Tue,-28.0,5.8,-33.8,7,1,5,0.14285714285714285,-4.0,5.8,-6.76,5.8,7677,2016-12-27,,,,
1823,2016.12.28,Wed,55.6,55.6,0.0,1,1,0,1.0,55.6,55.6,0.0,55.6,7683,2016-12-28,,,,
1824,2016.12.29,Thu,32.6,32.6,0.0,2,2,0,1.0,16.3,16.3,0.0,17.7,7685,2016-12-29,,,,
1825,2016.12.30,Fri,26.300000000000004,52.7,-26.4,3,1,2,0.3333333333333333,8.766666666666667,52.7,-13.2,52.7,7688,2016-12-30,,,,
1826,2017.01.02,Mon,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-999.0,99999,2017-01-02,range,expansion,squeeze,expansion
1827,2017.01.03,Tue,67.0,67.0,0.0,2,2,0,1.0,33.5,33.5,0.0,65.2,7690,2017-01-03,squeeze,expansion,RanSq,expansion
1828,2017.01.04,Wed,11.8,11.8,0.0,1,1,0,1.0,11.8,11.8,0.0,11.8,7691,2017-01-04,squeeze,consecutive expn,range,
1829,2017.01.05,Thu,52.8,52.8,0.0,1,1,0,1.0,52.8,52.8,0.0,52.8,7692,2017-01-05,range,expansion,squeeze,expansion
1830,2017.01.06,Fri,-39.400000000000006,5.5,-44.900000000000006,6,1,5,0.16666666666666666,-6.566666666666667,5.5,-8.98,5.5,7698,2017-01-06,squeeze,fake expasion,squeeze,expansion
1831,2017.01.09,Mon,-41.2,27.7,-68.9,9,1,8,0.1111111111111111,-4.577777777777778,27.7,-8.6125,27.7,7707,2017-01-09,,,,
1832,2017.01.10,Tue,-30.399999999999995,15.7,-46.099999999999994,4,1,3,0.25,-7.599999999999999,15.7,-15.366666666666665,15.7,7711,2017-01-10,,,,
1833,2017.01.11,Wed,45.0,62.0,-17.0,4,2,2,0.5,11.25,31.0,-8.5,51.8,7714,2017-01-11,,,,
1834,2017.01.12,Thu,39.3,39.3,0.0,1,1,0,1.0,39.3,39.3,0.0,39.3,7716,2017-01-12,,,,
1835,2017.01.13,Fri,11.700000000000001,11.700000000000001,0.0,2,2,0,1.0,5.8500000000000005,5.8500000000000005,0.0,9.9,7718,2017-01-13,,,,
1836,2017.01.16,Mon,-17.8,16.0,-33.8,4,1,3,0.25,-4.45,16.0,-11.266666666666666,16.0,7720,2017-01-16,,,,
1837,2017.01.17,Tue,38.7,49.4,-10.7,2,1,1,0.5,19.35,49.4,-10.7,49.4,7723,2017-01-17,,,,
1838,2017.01.18,Wed,23.799999999999997,53.0,-29.2,5,2,3,0.4,4.76,26.5,-9.733333333333333,45.9,7729,2017-01-18,,,,
1839,2017.01.19,Thu,-39.900000000000006,21.3,-61.2,4,1,3,0.25,-9.975000000000001,21.3,-20.400000000000002,21.3,7733,2017-01-19,,,,
1840,2017.01.20,Fri,15.200000000000003,54.1,-38.9,3,1,2,0.3333333333333333,5.066666666666667,54.1,-19.45,54.1,7736,2017-01-20,,,,
1841,2017.01.23,Mon,-82.9,10.3,-93.2,7,1,6,0.14285714285714285,-11.842857142857143,10.3,-15.533333333333333,10.3,7743,2017-01-23,,,,
1842,2017.01.24,Tue,-51.4,8.5,-59.9,6,1,5,0.16666666666666666,-8.566666666666666,8.5,-11.98,8.5,7749,2017-01-24,,,,
1843,2017.01.25,Wed,-36.10000000000001,10.5,-46.60000000000001,7,1,5,0.14285714285714285,-5.157142857142858,10.5,-9.320000000000002,10.5,7756,2017-01-25,,,,
1844,2017.01.26,Thu,-7.0,4.1,-11.1,2,1,1,0.5,-3.5,4.1,-11.1,4.1,7758,2017-01-26,,,,
1845,2017.01.27,Fri,9.899999999999999,39.9,-30.0,6,2,4,0.3333333333333333,1.6499999999999997,19.95,-7.5,32.4,7764,2017-01-27,,,,
1846,2017.01.30,Mon,34.1,34.1,0.0,1,1,0,1.0,34.1,34.1,0.0,34.1,7765,2017-01-30,,,,
1847,2017.01.31,Tue,32.80000000000001,70.4,-37.599999999999994,4,1,3,0.25,8.200000000000003,70.4,-12.533333333333331,70.4,7769,2017-01-31,,,,
1848,2017.02.01,Wed,-16.700000000000003,33.1,-49.800000000000004,8,1,7,0.125,-2.0875000000000004,33.1,-7.114285714285715,33.1,7777,2017-02-01,,,,
1849,2017.02.02,Thu,33.6,33.6,0.0,2,2,0,1.0,16.8,16.8,0.0,21.6,7779,2017-02-02,,,,
1850,2017.02.03,Fri,26.9,26.9,0.0,2,2,0,1.0,13.45,13.45,0.0,15.5,7780,2017-02-03,,,,
1851,2017.02.06,Mon,6.900000000000002,17.6,-10.7,2,1,1,0.5,3.450000000000001,17.6,-10.7,17.6,7783,2017-02-06,,,,
1852,2017.02.07,Tue,31.7,56.4,-24.7,2,1,1,0.5,15.85,56.4,-24.7,56.4,7784,2017-02-07,,,,
1853,2017.02.08,Wed,0.4999999999999982,23.9,-23.4,3,1,2,0.3333333333333333,0.16666666666666607,23.9,-11.7,23.9,7787,2017-02-08,,,,
1854,2017.02.09,Thu,-58.4,15.4,-73.8,10,1,9,0.1,-5.84,15.4,-8.2,15.4,7798,2017-02-09,,,,
1855,2017.02.10,Fri,1.0000000000000009,9.6,-8.6,3,2,1,0.6666666666666666,0.33333333333333365,4.8,-8.6,5.7,7801,2017-02-10,,,,
1856,2017.02.13,Mon,24.5,24.5,0.0,3,3,0,1.0,8.166666666666666,8.166666666666666,0.0,16.2,7804,2017-02-13,,,,
1857,2017.02.14,Tue,7.699999999999999,21.4,-13.7,3,2,1,0.6666666666666666,2.5666666666666664,10.7,-13.7,20.7,7807,2017-02-14,,,,
1858,2017.02.15,Wed,4.1999999999999975,20.8,-16.6,3,2,1,0.6666666666666666,1.3999999999999992,10.4,-16.6,13.1,7810,2017-02-15,,,,
1859,2017.02.16,Thu,13.9,13.9,0.0,1,1,0,1.0,13.9,13.9,0.0,13.9,7811,2017-02-16,,,,
1860,2017.02.17,Fri,1.0999999999999996,6.6,-5.5,2,1,1,0.5,0.5499999999999998,6.6,-5.5,6.6,7813,2017-02-17,,,,
1861,2017.02.20,Mon,-74.4,0.0,-74.4,11,0,11,0.0,-6.763636363636365,0.0,-6.763636363636365,-4.5,7821,2017-02-20,range,squeeze,squeeze,range
1862,2017.02.21,Tue,-13.3,0.0,-13.3,1,0,1,0.0,-13.3,0.0,-13.3,-13.3,7825,2017-02-21,squeeze,expansion,squeeze,expansion
1863,2017.02.22,Wed,28.700000000000003,42.1,-13.4,3,2,1,0.6666666666666666,9.566666666666668,21.05,-13.4,30.1,7827,2017-02-22,squeeze,expn inverse range,range,expn range
1864,2017.02.23,Thu,-21.900000000000002,14.3,-36.2,4,1,3,0.25,-5.4750000000000005,14.3,-12.066666666666668,14.3,7832,2017-02-23,range,expn range,range,expn range
1865,2017.02.24,Fri,-31.7,9.700000000000001,-41.400000000000006,7,2,5,0.2857142857142857,-4.5285714285714285,4.8500000000000005,-8.280000000000001,8.8,7839,2017-02-24,range,fake expn inverse range,range,expn range
1866,2017.02.27,Mon,-9.6,3.4,-13.0,2,1,1,0.5,-4.8,3.4,-13.0,3.4,7841,2017-02-27,range,expn range,squeeze,expn range
1867,2017.02.28,Tue,-25.300000000000004,21.1,-46.400000000000006,6,2,4,0.3333333333333333,-4.216666666666668,10.55,-11.600000000000001,16.0,7847,2017-02-28,squeeze,expn inverse expn range,range,expn range
1868,2017.03.01,Wed,-17.5,0.0,-17.5,1,0,1,0.0,-17.5,0.0,-17.5,-17.5,7848,2017-03-01,range,expn range,squeeze,expn range
1869,2017.03.02,Thu,2.3000000000000007,12.9,-10.6,2,1,1,0.5,1.1500000000000004,12.9,-10.6,12.9,7850,2017-03-02,squeeze,range,squeeze,range
1870,2017.03.03,Fri,19.200000000000003,31.6,-12.4,2,1,1,0.5,9.600000000000001,31.6,-12.4,31.6,7852,2017-03-03,squeeze,expansion,range,expansion
1871,2017.03.06,Mon,-43.5,8.0,-51.5,4,1,3,0.25,-10.875,8.0,-17.166666666666668,8.0,7856,2017-03-06,squeeze,range,range,range
1872,2017.03.07,Tue,-42.800000000000004,4.2,-47.0,7,1,6,0.14285714285714285,-6.114285714285715,4.2,-7.833333333333333,4.2,7860,2017-03-07,range,range,squeeze,range
1873,2017.03.08,Wed,-12.700000000000003,9.299999999999999,-22.0,8,3,4,0.375,-1.5875000000000004,3.0999999999999996,-5.5,4.6,7870,2017-03-08,squeeze,trend,range,expansion
1874,2017.03.09,Thu,6.1,6.1,0.0,1,1,0,1.0,6.1,6.1,0.0,6.1,7872,2017-03-09,range,fake expasion,range,expansion
1875,2017.03.10,Fri,16.4,16.4,0.0,1,1,0,1.0,16.4,16.4,0.0,16.4,7873,2017-03-10,range,fake expasion,range,expansion
1876,2017.03.13,Mon,-4.1,0.0,-4.1,2,0,1,0.0,-2.05,0.0,-4.1,0.0,7875,2017-03-13,range,expansion,squeeze,expansion
1877,2017.03.14,Tue,26.1,32.2,-6.1,3,2,1,0.6666666666666666,8.700000000000001,16.1,-6.1,25.2,7878,2017-03-14,squeeze,expn expn,range,expansion
1878,2017.03.15,Wed,73.9,102.2,-28.299999999999997,4,1,3,0.25,18.475,102.2,-9.433333333333332,102.2,7882,2017-03-15,range,expansion,range,expansion
1879,2017.03.16,Thu,-44.0,33.3,-77.3,7,1,6,0.14285714285714285,-6.285714285714286,33.3,-12.883333333333333,33.3,7889,2017-03-16,range,range expn,squeeze,expansion
1880,2017.03.17,Fri,-31.6,5.1,-36.7,4,1,3,0.25,-7.9,5.1,-12.233333333333334,5.1,7892,2017-03-17,squeeze,range,range,range
1881,2017.03.20,Mon,-13.499999999999998,6.9,-20.4,4,2,2,0.5,-3.3749999999999996,3.45,-10.2,4.4,7897,2017-03-20,range,range,range,range
1882,2017.03.21,Tue,30.1,37.6,-7.5,2,1,1,0.5,15.05,37.6,-7.5,37.6,7898,2017-03-21,range,expansion,range,expansion
1883,2017.03.22,Wed,-30.900000000000002,6.7,-37.6,5,1,4,0.2,-6.180000000000001,6.7,-9.4,6.7,7901,2017-03-22,range,range,squeeze,range
1884,2017.03.23,Thu,-62.400000000000006,0.0,-62.400000000000006,10,0,9,0.0,-6.24,0.0,-6.933333333333334,0.0,7908,2017-03-23,squeeze,range,range,range
1885,2017.03.24,Fri,48.1,48.1,0.0,2,2,0,1.0,24.05,24.05,0.0,35.7,7916,2017-03-24,range,expn expn,range,expansion
1886,2017.03.27,Mon,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-999.0,99999,2017-03-27,range,expn range,squeeze,expn range
1887,2017.03.28,Tue,-9.399999999999999,41.300000000000004,-50.699999999999996,10,2,8,0.2,-0.9399999999999998,20.650000000000002,-6.3374999999999995,41.1,7926,2017-03-28,squeeze,range expn,squeeze,expansion
