,Date,Week,Profit,Profit(W),Profit(L),NumTrade,NumTrade(W),NumTrade(L),WinRate,ProfAve,ProfAve(W),ProfAve(L),Profit(Max),NumTrade(Max),Date(Datetime),Before type,Expansion type,After type,Expn lineage
784,2013.01.03,Thu,99.2,99.2,0.0,2,2,0,1.0,49.6,49.6,0.0,72.0,2936,2013-01-03,range,expn expn,range,expansion
785,2013.01.04,Fri,36.8,36.8,0.0,2,2,0,1.0,18.4,18.4,0.0,22.0,2938,2013-01-04,range,expn range,range,expn range
786,2013.01.07,Mon,2.1999999999999957,39.8,-37.6,3,1,2,0.3333333333333333,0.733333333333332,39.8,-18.8,39.8,2941,2013-01-07,range,expansion,squeeze,expansion
787,2013.01.08,Tue,-21.20000000000001,35.4,-56.60000000000001,7,1,6,0.14285714285714285,-3.02857142857143,35.4,-9.433333333333335,35.4,2948,2013-01-08,squeeze,expansion,squeeze,expansion
788,2013.01.09,Wed,-48.80000000000001,16.2,-65.0,8,1,7,0.125,-6.100000000000001,16.2,-9.285714285714286,16.2,2955,2013-01-09,squeeze,expn range,range,expn range
789,2013.01.10,Thu,196.2,201.7,-5.5,2,1,1,0.5,98.1,201.7,-5.5,201.7,2958,2013-01-10,range,expansion,squeeze,expansion
790,2013.01.11,Fri,50.7,78.2,-27.5,3,1,2,0.3333333333333333,16.900000000000002,78.2,-13.75,78.2,2961,2013-01-11,squeeze,expansion,range,expansion
791,2013.01.14,Mon,-69.39999999999999,0.0,-69.39999999999999,4,0,4,0.0,-17.349999999999998,0.0,-17.349999999999998,-16.3,2964,2013-01-14,range,range,range,range
792,2013.01.15,Tue,28.1,50.0,-21.9,4,2,2,0.5,7.025,25.0,-10.95,33.0,2969,2013-01-15,range,expn expn,range,expansion
793,2013.01.16,Wed,-81.8,2.8,-84.6,7,1,6,0.14285714285714285,-11.685714285714285,2.8,-14.1,2.8,2970,2013-01-16,range,range,range,range
794,2013.01.17,Thu,35.7,72.0,-36.3,5,2,3,0.4,7.140000000000001,36.0,-12.1,56.5,2980,2013-01-17,range,expansion,squeeze,expansion
795,2013.01.18,Fri,-8.6,0.1,-8.7,2,1,1,0.5,-4.3,0.1,-8.7,0.1,2982,2013-01-18,squeeze,expansion,range,expansion
796,2013.01.21,Mon,-91.0,0.0,-91.0,11,0,11,0.0,-8.272727272727273,0.0,-8.272727272727273,-5.5,2994,2013-01-21,range,squeeze,squeeze,range
797,2013.01.22,Tue,-17.6,29.4,-47.0,6,1,5,0.16666666666666666,-2.9333333333333336,29.4,-9.4,29.4,2998,2013-01-22,squeeze,expn inverse expn range,squeeze,expn range
798,2013.01.23,Wed,-21.5,10.5,-32.0,4,1,3,0.25,-5.375,10.5,-10.666666666666666,10.5,3003,2013-01-23,squeeze,range,squeeze,range
799,2013.01.24,Thu,0.7999999999999972,39.9,-39.1,4,1,3,0.25,0.1999999999999993,39.9,-13.033333333333333,39.9,3008,2013-01-24,squeeze,range expn,range,expansion
800,2013.01.25,Fri,67.3,79.3,-12.0,2,1,1,0.5,33.65,79.3,-12.0,79.3,3009,2013-01-25,range,expansion,squeeze,expansion
801,2013.01.28,Mon,-91.40000000000002,0.0,-91.40000000000002,10,0,10,0.0,-9.140000000000002,0.0,-9.140000000000002,-5.6,3012,2013-01-28,squeeze,range,squeeze,range
802,2013.01.29,Tue,-13.099999999999998,29.6,-42.699999999999996,9,2,7,0.2222222222222222,-1.4555555555555553,14.8,-6.1,23.8,3029,2013-01-29,squeeze,expn inverse expn,squeeze,expn range
803,2013.01.30,Wed,38.8,42.5,-3.7,2,1,1,0.5,19.4,42.5,-3.7,42.5,3030,2013-01-30,squeeze,expansion,squeeze,expansion
804,2013.01.31,Thu,22.3,33.4,-11.1,4,3,1,0.75,5.575,11.133333333333333,-11.1,27.0,3035,2013-01-31,squeeze,range expn,range,expansion
805,2013.02.01,Fri,15.0,15.0,0.0,1,1,0,1.0,15.0,15.0,0.0,15.0,3036,2013-02-01,range,expn range expn range,range,expn range
806,2013.02.04,Mon,54.4,54.4,0.0,1,1,0,1.0,54.4,54.4,0.0,54.4,3037,2013-02-04,range,expansion,range,expansion
807,2013.02.05,Tue,2.2,2.2,0.0,1,1,0,1.0,2.2,2.2,0.0,2.2,3038,2013-02-05,range,range expn,squeeze,expansion
808,2013.02.06,Wed,-9.200000000000001,8.899999999999999,-18.1,3,2,1,0.6666666666666666,-3.066666666666667,4.449999999999999,-18.1,4.8,3040,2013-02-06,squeeze,expansion,squeeze,expansion
809,2013.02.07,Thu,24.500000000000004,32.2,-7.7,2,1,1,0.5,12.250000000000002,32.2,-7.7,32.2,3043,2013-02-07,squeeze,fake inverse expn,squeeze,expansion
810,2013.02.08,Fri,-6.800000000000001,23.2,-30.0,4,1,3,0.25,-1.7000000000000002,23.2,-10.0,23.2,3047,2013-02-08,squeeze,range expn,squeeze,expansion
811,2013.02.11,Mon,-34.599999999999994,21.9,-56.5,8,3,5,0.375,-4.324999999999999,7.3,-11.3,15.2,3054,2013-02-11,squeeze,range,range,range
812,2013.02.12,Tue,-21.1,15.1,-36.2,4,1,3,0.25,-5.275,15.1,-12.066666666666668,15.1,3058,2013-02-12,range,expansion,squeeze,expansion
813,2013.02.13,Wed,110.5,126.9,-16.4,3,2,1,0.6666666666666666,36.833333333333336,63.45,-16.4,105.0,3062,2013-02-13,squeeze,expn inverse range,squeeze,expn range
814,2013.02.14,Thu,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-999.0,99999,2013-02-14,squeeze,expansion,squeeze,expansion
815,2013.02.15,Fri,-6.4,24.5,-30.9,4,2,2,0.5,-1.6,12.25,-15.45,15.4,3066,2013-02-15,squeeze,range,squeeze,range
816,2013.02.18,Mon,-93.9,0.0,-93.9,8,0,8,0.0,-11.7375,0.0,-11.7375,-8.6,3074,2013-02-18,squeeze,range,squeeze,range
817,2013.02.19,Tue,-38.499999999999986,33.2,-71.69999999999999,15,1,14,0.06666666666666667,-2.5666666666666655,33.2,-5.121428571428571,33.2,3089,2013-02-19,squeeze,range expn,range,expansion
818,2013.02.20,Wed,-9.5,5.8,-15.3,2,1,1,0.5,-4.75,5.8,-15.3,5.8,3091,2013-02-20,range,expansion,range,expansion
819,2013.02.21,Thu,67.10000000000001,67.10000000000001,0.0,2,2,0,1.0,33.550000000000004,33.550000000000004,0.0,65.7,3092,2013-02-21,range,expn range,range,expn range
820,2013.02.22,Fri,22.299999999999997,22.299999999999997,0.0,2,2,0,1.0,11.149999999999999,11.149999999999999,0.0,11.7,3095,2013-02-22,range,range,squeeze,range
821,2013.02.25,Mon,189.60000000000002,189.60000000000002,0.0,2,2,0,1.0,94.80000000000001,94.80000000000001,0.0,106.2,3097,2013-02-25,squeeze,expn inverse expn,squeeze,expn range
822,2013.02.26,Tue,-149.39999999999998,0.0,-149.39999999999998,8,0,8,0.0,-18.674999999999997,0.0,-18.674999999999997,-11.7,3105,2013-02-26,squeeze,range,squeeze,range
823,2013.02.27,Wed,28.6,44.6,-16.0,3,2,1,0.6666666666666666,9.533333333333333,22.3,-16.0,43.0,3108,2013-02-27,squeeze,fake expasion,squeeze,expansion
824,2013.02.28,Thu,-37.900000000000006,0.0,-37.900000000000006,2,0,2,0.0,-18.950000000000003,0.0,-18.950000000000003,-16.1,3109,2013-02-28,squeeze,expansion,range,expansion
825,2013.03.01,Fri,25.0,70.3,-45.3,4,1,3,0.25,6.25,70.3,-15.1,70.3,3114,2013-03-01,range,expn range,squeeze,expn range
826,2013.03.04,Mon,-28.599999999999998,10.2,-38.8,4,1,3,0.25,-7.1499999999999995,10.2,-12.933333333333332,10.2,3118,2013-03-04,squeeze,range,squeeze,range
827,2013.03.05,Tue,-1.3000000000000007,23.799999999999997,-25.1,4,2,2,0.5,-0.3250000000000002,11.899999999999999,-12.55,12.7,3122,2013-03-05,squeeze,range,range,range
828,2013.03.06,Wed,20.700000000000003,36.2,-15.5,2,1,1,0.5,10.350000000000001,36.2,-15.5,36.2,3124,2013-03-06,range,expansion,squeeze,expansion
829,2013.03.07,Thu,7.5,7.5,0.0,1,1,0,1.0,7.5,7.5,0.0,7.5,3125,2013-03-07,squeeze,fake expasion,squeeze,expansion
830,2013.03.08,Fri,68.4,99.8,-31.4,4,1,3,0.25,17.1,99.8,-10.466666666666667,99.8,3129,2013-03-08,squeeze,fake inverse expn,squeeze,expansion
831,2013.03.11,Mon,6.600000000000005,32.2,-25.599999999999998,4,1,3,0.25,1.6500000000000012,32.2,-8.533333333333333,32.2,3133,2013-03-11,squeeze,expansion,range,expansion
832,2013.03.12,Tue,-28.5,0.0,-28.5,3,0,2,0.0,-9.5,0.0,-14.25,0.0,3135,2013-03-12,range,range,squeeze,range
833,2013.03.13,Wed,32.50000000000001,65.9,-33.4,3,1,2,0.3333333333333333,10.833333333333336,65.9,-16.7,65.9,3138,2013-03-13,squeeze,expansion,squeeze,expansion
834,2013.03.14,Thu,-36.6,10.9,-47.5,6,1,5,0.16666666666666666,-6.1000000000000005,10.9,-9.5,10.9,3145,2013-03-14,squeeze,expn inverse expn,squeeze,expn range
835,2013.03.15,Fri,163.6,163.6,0.0,2,2,0,1.0,81.8,81.8,0.0,113.2,3147,2013-03-15,squeeze,expansion,squeeze,expansion
836,2013.03.18,Mon,-68.8,0.0,-68.8,2,0,2,0.0,-34.4,0.0,-34.4,-20.4,3149,2013-03-18,squeeze,range,squeeze,range
837,2013.03.19,Tue,-54.8,48.800000000000004,-103.6,12,2,10,0.16666666666666666,-4.566666666666666,24.400000000000002,-10.36,47.7,3161,2013-03-19,squeeze,expansion,squeeze,expansion
838,2013.03.20,Wed,-20.7,7.7,-28.4,2,1,1,0.5,-10.35,7.7,-28.4,7.7,3163,2013-03-20,squeeze,expansion,squeeze,expansion
839,2013.03.21,Thu,-26.999999999999996,15.3,-42.3,5,1,4,0.2,-5.3999999999999995,15.3,-10.575,15.3,3166,2013-03-21,squeeze,range,range,range
840,2013.03.22,Fri,-18.900000000000002,24.2,-43.1,6,1,5,0.16666666666666666,-3.1500000000000004,24.2,-8.620000000000001,24.2,3174,2013-03-22,range,expn expn,squeeze,expansion
841,2013.03.25,Mon,128.1,128.1,0.0,1,1,0,1.0,128.1,128.1,0.0,128.1,3175,2013-03-25,squeeze,expansion,squeeze,expansion
842,2013.03.26,Tue,-120.80000000000001,0.0,-120.80000000000001,14,0,13,0.0,-8.62857142857143,0.0,-9.292307692307693,0.0,3188,2013-03-26,squeeze,range,range,range
843,2013.03.27,Wed,-10.6,1.6,-12.2,2,1,1,0.5,-5.3,1.6,-12.2,1.6,3190,2013-03-27,range,expansion,squeeze,expansion
844,2013.03.28,Thu,22.9,31.9,-9.0,3,2,1,0.6666666666666666,7.633333333333333,15.95,-9.0,28.0,3194,2013-03-28,squeeze,range,squeeze,range
845,2013.03.29,Fri,-38.6,0.0,-38.6,5,0,5,0.0,-7.720000000000001,0.0,-7.720000000000001,-6.6,3198,2013-03-29,squeeze,expn range,range,expn range
846,2013.04.01,Mon,15.400000000000002,31.1,-15.7,2,1,1,0.5,7.700000000000001,31.1,-15.7,31.1,3201,2013-04-01,range,expansion,range,expansion
847,2013.04.02,Tue,-22.200000000000003,2.9000000000000004,-25.1,4,2,2,0.5,-5.550000000000001,1.4500000000000002,-12.55,2.7,3204,2013-04-02,range,range,range,range
848,2013.04.03,Wed,3.5999999999999996,16.7,-13.1,2,1,1,0.5,1.7999999999999998,16.7,-13.1,16.7,3207,2013-04-03,range,expansion,squeeze,expansion
849,2013.04.04,Thu,95.0,105.1,-10.1,3,2,1,0.6666666666666666,31.666666666666668,52.55,-10.1,81.2,3210,2013-04-04,squeeze,expn inverse expn,squeeze,expn range
850,2013.04.05,Fri,51.9,78.3,-26.4,2,1,1,0.5,25.95,78.3,-26.4,78.3,3212,2013-04-05,squeeze,expansion,range,expansion
851,2013.04.08,Mon,-24.499999999999996,29.900000000000002,-54.4,5,2,3,0.4,-4.8999999999999995,14.950000000000001,-18.133333333333333,28.8,3217,2013-04-08,range,,,
852,2013.04.09,Tue,-1.6999999999999993,28.7,-30.4,3,1,2,0.3333333333333333,-0.5666666666666664,28.7,-15.2,28.7,3220,2013-04-09,,,,
853,2013.04.10,Wed,-16.0,18.0,-34.0,5,2,3,0.4,-3.2,9.0,-11.333333333333334,13.4,3225,2013-04-10,,,,
854,2013.04.11,Thu,-0.09999999999999787,32.5,-32.599999999999994,4,1,3,0.25,-0.024999999999999467,32.5,-10.866666666666665,32.5,3228,2013-04-11,,,,
855,2013.04.12,Fri,7.100000000000001,44.5,-37.4,3,1,2,0.3333333333333333,2.366666666666667,44.5,-18.7,44.5,3231,2013-04-12,,,,
856,2013.04.15,Mon,-31.000000000000004,20.0,-51.0,5,2,3,0.4,-6.200000000000001,10.0,-17.0,19.3,3237,2013-04-15,,,,
857,2013.04.16,Tue,55.4,107.3,-51.9,4,1,3,0.25,13.85,107.3,-17.3,107.3,3241,2013-04-16,,,,
858,2013.04.17,Wed,95.20000000000002,129.3,-34.1,3,1,2,0.3333333333333333,31.733333333333338,129.3,-17.05,129.3,3244,2013-04-17,,,,
859,2013.04.18,Thu,-33.2,4.0,-37.2,2,1,1,0.5,-16.6,4.0,-37.2,4.0,3246,2013-04-18,,,,
860,2013.04.19,Fri,0.29999999999999927,8.6,-8.3,3,2,1,0.6666666666666666,0.09999999999999976,4.3,-8.3,8.0,3248,2013-04-19,,,,
861,2013.04.22,Mon,-25.1,8.2,-33.3,3,1,2,0.3333333333333333,-8.366666666666667,8.2,-16.65,8.2,3251,2013-04-22,,,,
862,2013.04.23,Tue,-8.500000000000002,39.4,-47.9,5,1,4,0.2,-1.7000000000000004,39.4,-11.975,39.4,3256,2013-04-23,,,,
863,2013.04.24,Wed,-68.30000000000001,4.6,-72.9,9,1,8,0.1111111111111111,-7.58888888888889,4.6,-9.1125,4.6,3266,2013-04-24,,,,
864,2013.04.25,Thu,22.8,22.8,0.0,2,1,0,0.5,11.4,22.8,0.0,22.8,3267,2013-04-25,,,,
865,2013.04.26,Fri,-106.80000000000001,0.0,-106.80000000000001,8,0,8,0.0,-13.350000000000001,0.0,-13.350000000000001,-10.2,3276,2013-04-26,,,,
866,2013.04.29,Mon,-2.8,0.0,-2.8,1,0,1,0.0,-2.8,0.0,-2.8,-2.8,3277,2013-04-29,,,,
867,2013.04.30,Tue,0.8000000000000007,12.0,-11.2,3,1,2,0.3333333333333333,0.2666666666666669,12.0,-5.6,12.0,3280,2013-04-30,,,,
868,2013.05.01,Wed,-4.899999999999995,34.7,-39.599999999999994,3,1,2,0.3333333333333333,-1.6333333333333317,34.7,-19.799999999999997,34.7,3281,2013-05-01,,,,
869,2013.05.02,Thu,60.3,111.6,-51.3,6,2,4,0.3333333333333333,10.049999999999999,55.8,-12.825,102.0,3289,2013-05-02,,,,
870,2013.05.03,Fri,10.100000000000001,10.100000000000001,0.0,2,2,0,1.0,5.050000000000001,5.050000000000001,0.0,8.8,3290,2013-05-03,,,,
871,2013.05.06,Mon,-1.1999999999999993,26.3,-27.5,3,1,2,0.3333333333333333,-0.39999999999999974,26.3,-13.75,26.3,3294,2013-05-06,,,,
872,2013.05.07,Tue,-55.10000000000001,26.3,-81.4,9,1,8,0.1111111111111111,-6.122222222222224,26.3,-10.175,26.3,3302,2013-05-07,,,,
873,2013.05.08,Wed,57.3,71.1,-13.8,2,1,1,0.5,28.65,71.1,-13.8,71.1,3305,2013-05-08,,,,
874,2013.05.09,Thu,20.099999999999994,44.3,-24.200000000000003,4,1,3,0.25,5.024999999999999,44.3,-8.066666666666668,44.3,3309,2013-05-09,,,,
875,2013.05.10,Fri,21.5,21.5,0.0,1,1,0,1.0,21.5,21.5,0.0,21.5,3310,2013-05-10,,,,
876,2013.05.13,Mon,-134.0,0.0,-134.0,14,0,14,0.0,-9.571428571428571,0.0,-9.571428571428571,-6.7,3315,2013-05-13,,,,
877,2013.05.14,Tue,-29.5,4.9,-34.4,3,1,2,0.3333333333333333,-9.833333333333334,4.9,-17.2,4.9,3327,2013-05-14,,,,
878,2013.05.15,Wed,45.5,45.5,0.0,1,1,0,1.0,45.5,45.5,0.0,45.5,3328,2013-05-15,,,,
879,2013.05.16,Thu,-38.7,13.4,-52.1,7,1,6,0.14285714285714285,-5.528571428571429,13.4,-8.683333333333334,13.4,3335,2013-05-16,,,,
880,2013.05.17,Fri,-5.600000000000001,36.4,-42.0,5,2,3,0.4,-1.1200000000000003,18.2,-14.0,34.5,3340,2013-05-17,,,,
881,2013.05.20,Mon,31.299999999999997,31.299999999999997,0.0,2,2,0,1.0,15.649999999999999,15.649999999999999,0.0,21.9,3342,2013-05-20,,,,
882,2013.05.21,Tue,-9.000000000000002,10.2,-19.200000000000003,4,2,2,0.5,-2.2500000000000004,5.1,-9.600000000000001,6.9,3346,2013-05-21,,,,
883,2013.05.22,Wed,57.0,57.0,0.0,2,2,0,1.0,28.5,28.5,0.0,51.8,3348,2013-05-22,,,,
884,2013.05.23,Thu,24.300000000000004,44.2,-19.9,2,1,1,0.5,12.150000000000002,44.2,-19.9,44.2,3350,2013-05-23,,,,
885,2013.05.24,Fri,-30.200000000000003,17.8,-48.0,4,1,3,0.25,-7.550000000000001,17.8,-16.0,17.8,3352,2013-05-24,,,,
886,2013.05.27,Mon,-23.6,2.9,-26.5,4,1,3,0.25,-5.9,2.9,-8.833333333333334,2.9,3356,2013-05-27,,,,
887,2013.05.28,Tue,9.5,31.0,-21.5,3,1,2,0.3333333333333333,3.1666666666666665,31.0,-10.75,31.0,3361,2013-05-28,,,,
888,2013.05.29,Wed,53.3,67.5,-14.2,2,1,1,0.5,26.65,67.5,-14.2,67.5,3363,2013-05-29,,,,
889,2013.05.30,Thu,78.0,78.0,0.0,2,2,0,1.0,39.0,39.0,0.0,71.0,3365,2013-05-30,,,,
890,2013.05.31,Fri,24.0,24.0,0.0,1,1,0,1.0,24.0,24.0,0.0,24.0,3366,2013-05-31,,,,
891,2013.06.03,Mon,38.099999999999994,54.4,-16.3,3,2,1,0.6666666666666666,12.699999999999998,27.2,-16.3,50.8,3369,2013-06-03,,,,
892,2013.06.04,Tue,-107.60000000000001,0.0,-107.60000000000001,11,0,11,0.0,-9.781818181818183,0.0,-9.781818181818183,-5.9,3380,2013-06-04,,,,
893,2013.06.05,Wed,-99.4,0.0,-99.4,11,0,11,0.0,-9.036363636363637,0.0,-9.036363636363637,-5.2,3391,2013-06-05,,,,
894,2013.06.06,Thu,20.5,20.5,0.0,1,1,0,1.0,20.5,20.5,0.0,20.5,3392,2013-06-06,,,,
895,2013.06.07,Fri,-75.7,4.2,-79.9,10,1,9,0.1,-7.57,4.2,-8.877777777777778,4.2,3401,2013-06-07,,,,
896,2013.06.10,Mon,2.1999999999999957,44.3,-42.1,6,2,4,0.3333333333333333,0.366666666666666,22.15,-10.525,36.5,3408,2013-06-10,,,,
897,2013.06.11,Tue,27.200000000000003,49.6,-22.4,4,2,2,0.5,6.800000000000001,24.8,-11.2,29.3,3412,2013-06-11,,,,
898,2013.06.12,Wed,-22.200000000000003,9.9,-32.1,4,2,2,0.5,-5.550000000000001,4.95,-16.05,9.6,3416,2013-06-12,,,,
899,2013.06.13,Thu,29.5,29.5,0.0,4,4,0,1.0,7.375,7.375,0.0,18.8,3419,2013-06-13,,,,
900,2013.06.14,Fri,-29.099999999999998,2.0,-31.099999999999998,3,1,2,0.3333333333333333,-9.7,2.0,-15.549999999999999,2.0,3421,2013-06-14,,,,
901,2013.06.17,Mon,-26.9,18.4,-45.3,6,1,5,0.16666666666666666,-4.483333333333333,18.4,-9.059999999999999,18.4,3429,2013-06-17,,,,
902,2013.06.18,Tue,24.2,36.0,-11.8,3,2,1,0.6666666666666666,8.066666666666666,18.0,-11.8,26.5,3432,2013-06-18,,,,
903,2013.06.19,Wed,40.800000000000004,102.2,-61.4,10,1,9,0.1,4.08,102.2,-6.822222222222222,102.2,3442,2013-06-19,,,,
904,2013.06.20,Thu,21.800000000000004,49.2,-27.4,2,1,1,0.5,10.900000000000002,49.2,-27.4,49.2,3443,2013-06-20,,,,
905,2013.06.21,Fri,65.3,82.6,-17.3,3,2,1,0.6666666666666666,21.766666666666666,41.3,-17.3,73.8,3447,2013-06-21,,,,
906,2013.06.24,Mon,-68.8,8.7,-77.5,7,1,6,0.14285714285714285,-9.828571428571427,8.7,-12.916666666666666,8.7,3454,2013-06-24,,,,
907,2013.06.25,Tue,-0.6999999999999993,43.7,-44.4,6,2,4,0.3333333333333333,-0.11666666666666654,21.85,-11.1,24.3,3459,2013-06-25,,,,
908,2013.06.26,Wed,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-999.0,99999,2013-06-26,,,,
909,2013.06.27,Thu,-95.49999999999999,0.0,-95.49999999999999,10,0,10,0.0,-9.549999999999999,0.0,-9.549999999999999,-4.7,3470,2013-06-27,,,,
910,2013.06.28,Fri,27.1,42.8,-15.7,4,2,2,0.5,6.775,21.4,-7.85,22.2,3472,2013-06-28,,,,
911,2013.07.01,Mon,20.900000000000002,20.900000000000002,0.0,2,2,0,1.0,10.450000000000001,10.450000000000001,0.0,20.8,3476,2013-07-01,,,,
912,2013.07.02,Tue,20.8,30.3,-9.5,2,1,1,0.5,10.4,30.3,-9.5,30.3,3478,2013-07-02,,,,
913,2013.07.03,Wed,2.6999999999999993,24.4,-21.7,4,2,2,0.5,0.6749999999999998,12.2,-10.85,20.3,3482,2013-07-03,,,,
914,2013.07.04,Thu,48.099999999999994,94.8,-46.7,7,2,5,0.2857142857142857,6.871428571428571,47.4,-9.34,64.5,3488,2013-07-04,,,,
915,2013.07.05,Fri,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-999.0,99999,2013-07-05,,,,
916,2013.07.08,Mon,-7.3999999999999995,0.8,-8.2,2,1,1,0.5,-3.6999999999999997,0.8,-8.2,0.8,3491,2013-07-08,squeeze,expansion,range,expansion
917,2013.07.09,Tue,54.99999999999999,69.1,-14.1,3,1,2,0.3333333333333333,18.333333333333332,69.1,-7.05,69.1,3494,2013-07-09,range,expansion,squeeze,expansion
918,2013.07.10,Wed,-11.100000000000001,9.0,-20.1,2,1,1,0.5,-5.550000000000001,9.0,-20.1,9.0,3496,2013-07-10,squeeze,expansion,range,expansion
919,2013.07.11,Thu,-62.2,0.0,-62.2,2,0,2,0.0,-31.1,0.0,-31.1,-28.1,3498,2013-07-11,range,range,squeeze,range
920,2013.07.12,Fri,-45.199999999999996,3.6,-48.8,3,1,2,0.3333333333333333,-15.066666666666665,3.6,-24.4,3.6,3499,2013-07-12,squeeze,range,squeeze,range
921,2013.07.15,Mon,-4.299999999999999,23.299999999999997,-27.599999999999998,4,2,2,0.5,-1.0749999999999997,11.649999999999999,-13.799999999999999,13.7,3503,2013-07-15,squeeze,expn range,squeeze,expn range
922,2013.07.16,Tue,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,-999.0,99999,2013-07-16,squeeze,expansion,squeeze,expansion
923,2013.07.17,Wed,-83.89999999999999,7.300000000000001,-91.19999999999999,11,2,9,0.18181818181818182,-7.627272727272726,3.6500000000000004,-10.133333333333333,4.7,3516,2013-07-17,squeeze,range,squeeze,range
924,2013.07.18,Thu,-7.199999999999999,17.5,-24.7,3,1,2,0.3333333333333333,-2.4,17.5,-12.35,17.5,3517,2013-07-18,squeeze,range,range,range
925,2013.07.19,Fri,11.600000000000001,39.400000000000006,-27.8,4,2,2,0.5,2.9000000000000004,19.700000000000003,-13.9,23.6,3523,2013-07-19,range,range,squeeze,range
926,2013.07.22,Mon,12.7,12.7,0.0,1,1,0,1.0,12.7,12.7,0.0,12.7,3524,2013-07-22,,,,
927,2013.07.23,Tue,-9.600000000000001,21.3,-30.900000000000002,6,1,5,0.16666666666666666,-1.6000000000000003,21.3,-6.180000000000001,21.3,3530,2013-07-23,,,,
928,2013.07.24,Wed,-20.900000000000002,22.5,-43.400000000000006,5,2,3,0.4,-4.180000000000001,11.25,-14.466666666666669,14.5,3532,2013-07-24,,,,
929,2013.07.25,Thu,21.0,65.5,-44.5,5,1,4,0.2,4.2,65.5,-11.125,65.5,3540,2013-07-25,,,,
930,2013.07.26,Fri,-66.0,0.1,-66.1,10,1,8,0.1,-6.6,0.1,-8.2625,0.1,3547,2013-07-26,,,,
931,2013.07.29,Mon,-7.999999999999998,15.1,-23.099999999999998,4,1,3,0.25,-1.9999999999999996,15.1,-7.699999999999999,15.1,3554,2013-07-29,,,,
932,2013.07.30,Tue,-21.6,13.7,-35.3,5,1,4,0.2,-4.32,13.7,-8.825,13.7,3557,2013-07-30,,,,
933,2013.07.31,Wed,-23.6,24.0,-47.6,7,1,6,0.14285714285714285,-3.3714285714285714,24.0,-7.933333333333334,24.0,3566,2013-07-31,,,,
934,2013.08.01,Thu,13.1,13.1,0.0,1,1,0,1.0,13.1,13.1,0.0,13.1,3567,2013-08-01,,,,
935,2013.08.02,Fri,2.3999999999999986,56.0,-53.6,8,1,7,0.125,0.2999999999999998,56.0,-7.6571428571428575,56.0,3575,2013-08-02,,,,
936,2013.08.05,Mon,-9.2,17.5,-26.7,4,1,3,0.25,-2.3,17.5,-8.9,17.5,3578,2013-08-05,,,,
937,2013.08.06,Tue,-17.799999999999997,7.6,-25.4,5,1,4,0.2,-3.5599999999999996,7.6,-6.35,7.6,3584,2013-08-06,,,,
938,2013.08.07,Wed,-33.0,27.0,-60.0,8,1,7,0.125,-4.125,27.0,-8.571428571428571,27.0,3592,2013-08-07,,,,
939,2013.08.08,Thu,14.2,14.2,0.0,1,1,0,1.0,14.2,14.2,0.0,14.2,3593,2013-08-08,,,,
940,2013.08.09,Fri,-2.8000000000000007,31.8,-34.6,6,1,5,0.16666666666666666,-0.4666666666666668,31.8,-6.92,31.8,3599,2013-08-09,,,,
941,2013.08.12,Mon,-15.3,0.0,-15.3,1,0,1,0.0,-15.3,0.0,-15.3,-15.3,3600,2013-08-12,,,,
942,2013.08.13,Tue,-7.799999999999997,37.7,-45.5,7,1,6,0.14285714285714285,-1.1142857142857139,37.7,-7.583333333333333,37.7,3607,2013-08-13,,,,
943,2013.08.14,Wed,-72.5,0.0,-72.5,9,0,9,0.0,-8.055555555555555,0.0,-8.055555555555555,-6.7,3615,2013-08-14,,,,
944,2013.08.15,Thu,-5.6,23.0,-28.6,3,1,2,0.3333333333333333,-1.8666666666666665,23.0,-14.3,23.0,3617,2013-08-15,,,,
945,2013.08.16,Fri,-49.599999999999994,0.0,-49.599999999999994,6,0,6,0.0,-8.266666666666666,0.0,-8.266666666666666,-2.8,3624,2013-08-16,,,,
946,2013.08.19,Mon,-2.5,6.5,-9.0,2,1,1,0.5,-1.25,6.5,-9.0,6.5,3627,2013-08-19,,,,
947,2013.08.20,Tue,47.39999999999999,75.1,-27.7,5,1,4,0.2,9.479999999999999,75.1,-6.925,75.1,3631,2013-08-20,,,,
948,2013.08.21,Wed,-3.5,9.4,-12.9,2,1,1,0.5,-1.75,9.4,-12.9,9.4,3634,2013-08-21,,,,
949,2013.08.22,Thu,-20.2,0.3,-20.5,3,1,2,0.3333333333333333,-6.733333333333333,0.3,-10.25,0.3,3637,2013-08-22,,,,
950,2013.08.23,Fri,-29.799999999999997,24.0,-53.8,7,1,6,0.14285714285714285,-4.257142857142857,24.0,-8.966666666666667,24.0,3644,2013-08-23,,,,
951,2013.08.26,Mon,-42.9,0.0,-42.9,6,0,6,0.0,-7.1499999999999995,0.0,-7.1499999999999995,-2.9,3649,2013-08-26,,,,
952,2013.08.27,Tue,0.29999999999999893,33.3,-33.0,7,2,5,0.2857142857142857,0.042857142857142705,16.65,-6.6,25.9,3655,2013-08-27,,,,
953,2013.08.28,Wed,13.1,13.1,0.0,1,1,0,1.0,13.1,13.1,0.0,13.1,3658,2013-08-28,,,,
